"","id","status_group","latitude","longitude","region","management","quantity","population","IMPinstaller","IMPfunder"
"3159",4292,"non-functional",-8.86136387,32.73251709,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3160",4420,"functional",-8.85308398,32.70987145,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3161",4882,"non-functional",-8.80372657,32.65692782,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3162",7492,"functional",-8.95639915,32.8742434,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3163",7603,"non-functional",-8.94555592,33.20677533,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3164",7660,"functional",-8.81616891,32.73366149,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3165",7755,"functional",-8.86121054,32.72801828,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3166",8317,"non-functional",-8.95119103,32.56907226,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3167",9270,"functional-needs-repair",-8.98009512,33.21294226,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3168",9627,"functional",-8.83301437,32.69513378,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3169",9889,"non-functional",-8.83521512,32.72861322,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3170",10862,"non-functional",-8.96861925,32.60666915,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3171",11006,"non-functional",-8.90850422,32.85241737,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3172",13282,"non-functional",-8.85554556,32.71673974,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3173",13444,"functional",-8.83272884,32.67211829,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3174",16143,"functional",-8.91401749,32.8847591,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3175",16691,"functional",-8.96977922,33.21251304,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3176",17401,"non-functional",-8.91533751,32.87710002,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3177",17889,"functional",-8.83463162,32.67900069,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3178",18780,"non-functional",-8.96650853,33.21479514,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3179",19811,"non-functional",-8.9355545,33.18248144,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3180",20035,"functional",-8.95667262,33.21242384,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3181",20264,"non-functional",-8.95436641,32.84963573,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3182",20463,"functional",-9.11257374,32.77996628,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3183",21125,"functional",-8.97820005,33.20596509,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3184",21444,"non-functional",-8.93985314,33.18703519,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3185",23553,"non-functional",-9.13070825,32.79382811,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3186",24094,"functional",-8.92104022,32.70688257,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3187",24685,"non-functional",-8.83050166,32.68843002,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3188",24981,"non-functional",-8.91461648,32.86554714,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3189",25651,"non-functional",-8.85738215,32.71367799,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3190",25802,"non-functional",-8.97917366,32.90991844,"Mbeya","vwc","enough",0,"DANIDA","KKKT"
"3191",26050,"functional",-8.95227334,33.21498698,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3192",26858,"non-functional",-8.93828082,33.19604285,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3193",28579,"non-functional",-8.96938781,32.59507722,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3194",30262,"non-functional",-8.92971553,32.89480935,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3195",31540,"functional",-8.81248304,32.6547473,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3196",32360,"non-functional",-8.92321269,32.88647894,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3197",32864,"functional",-8.9636074,33.19731065,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3198",32990,"non-functional",-8.94593594,32.87530074,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3199",33349,"non-functional",-8.93721436,33.19258046,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3200",35993,"functional",-8.95591629,33.21920426,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3201",37145,"non-functional",-8.92592137,32.87724794,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3202",37326,"non-functional",-8.94896057,32.56300437,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3203",38440,"functional",-8.97316025,33.21694365,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3204",39048,"non-functional",-8.96002657,33.19869878,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3205",39101,"non-functional",-8.96774204,32.8424484,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3206",40527,"non-functional",-8.95453244,32.56998462,"Mbeya","vwc","seasonal",0,"DANIDA","DANIDA"
"3207",41195,"non-functional",-8.94147863,33.19974418,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3208",41268,"non-functional",-8.96850458,32.57220912,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3209",41529,"functional",-8.90028232,32.87615534,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3210",42246,"functional",-8.97065666,32.61246839,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3211",42343,"functional",-8.60123976,32.48228631,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3212",45662,"non-functional",-8.9313444,32.88303133,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3213",46141,"non-functional",-8.97166435,32.57507543,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3214",46211,"functional",-8.89223347,32.88692226,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3215",48546,"non-functional",-8.93950556,33.19362237,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3216",49541,"non-functional",-8.90677366,32.89476429,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3217",49732,"functional",-8.81026548,32.71120577,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3218",49958,"non-functional",-8.82611452,32.70392779,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3219",50326,"functional",-8.97145946,32.58197504,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3220",52457,"functional-needs-repair",-8.95387119,32.57412197,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3221",53194,"functional",-8.96176891,33.20746589,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3222",53276,"non-functional",-8.81259076,32.68685532,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3223",53438,"functional",-8.84789666,32.74385459,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3224",54482,"functional",-8.94796,33.21598206,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3225",55119,"non-functional",-8.9367643,33.18701718,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3226",55297,"functional",-8.95336394,32.83848823,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3227",55674,"functional",-8.95742363,32.83077022,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3228",56450,"functional",-8.95944645,32.57150745,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3229",56718,"functional-needs-repair",-8.97823145,33.21486508,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3230",57300,"non-functional",-8.9736599,33.20793281,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3231",59497,"functional",-8.96454271,33.2014346,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3232",59603,"functional",-9.0279745,32.57573903,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3233",60664,"functional",-8.91946734,32.71850895,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3234",62528,"functional",-8.85298542,32.74389871,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3235",64463,"non-functional",-8.94046649,33.18335921,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3236",64666,"non-functional",-9.03730852,32.58059375,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3237",66045,"non-functional",-8.84095928,32.71451096,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3238",66592,"non-functional",-9.03780728,32.58217022,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3239",66892,"non-functional",-8.93794641,33.18215536,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3240",67439,"non-functional",-8.8568593,32.74301575,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3241",67512,"non-functional",-8.95088628,32.5634495,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3242",67635,"functional",-8.94169437,33.18124647,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3243",67844,"functional",-8.9281411,32.85950485,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3244",69693,"functional-needs-repair",-8.97535473,33.21155043,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3245",71473,"functional",-8.93648695,32.85110724,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3246",71675,"non-functional",-8.94301107,33.20136344,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3247",72465,"functional",-8.97605831,33.20451613,"Mbeya","vwc","insufficient",0,"DANIDA","DANIDA"
"3248",74050,"non-functional",-9.12559268,32.79364088,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3249",74103,"functional",-8.94963841,32.56086311,"Mbeya","vwc","enough",0,"DANIDA","DANIDA"
"3250",11152,"non-functional",-8.38544363,32.33180457,"Mbeya","vwc","enough",0,"Other","GOVERNMENT OF TANZANIA"
"3251",74097,"non-functional",-8.3885215,32.30683099,"Mbeya","vwc","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"3252",3806,"non-functional",-8.82073367,32.80110282,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","Other"
"3253",4642,"non-functional",-8.86836022,32.77050245,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"3254",6809,"non-functional",-8.90022607,32.81332838,"Mbeya","vwc","insufficient",0,"DISTRICT COUNCIL","Other"
"3255",9152,"functional",-8.87143797,32.77054907,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","Other"
"3256",9286,"non-functional",-8.44710843,32.48014401,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"3257",10666,"non-functional",-8.58052388,32.31507535,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"3258",11263,"non-functional",-8.86953463,32.77700444,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"3259",14595,"functional",-8.77141543,32.71684514,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","Other"
"3260",16567,"functional-needs-repair",-9.25434306,32.83748354,"Mbeya","vwc","insufficient",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"3261",22624,"non-functional",-8.87023188,32.77812354,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"3262",25219,"non-functional",-8.57991108,32.31546875,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"3263",27500,"non-functional",-8.57760297,32.3140444,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"3264",27897,"functional-needs-repair",-8.80248848,32.71206882,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","Other"
"3265",34627,"non-functional",-8.86928214,32.7759302,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"3266",40812,"non-functional",-8.86895671,32.77419685,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"3267",42499,"functional",-8.82246631,32.84788653,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","Other"
"3268",42522,"non-functional",-8.80951629,32.79464663,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","Other"
"3269",49755,"functional",-8.81523559,32.79878591,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","Other"
"3270",57557,"functional",-8.79518283,32.8023724,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","Other"
"3271",61340,"non-functional",-8.57762894,32.31295496,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"3272",61360,"functional",-8.82016694,32.74638097,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","Other"
"3273",67390,"non-functional",-8.57621647,32.3162436,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"3274",67444,"functional",-8.91565043,32.81782806,"Mbeya","vwc","seasonal",0,"DISTRICT COUNCIL","Other"
"3275",69043,"non-functional",-8.90857493,33.03067442,"Mbeya","vwc","enough",0,"DISTRICT COUNCIL","Other"
"3276",204,"functional",-9.07181052,32.95505871,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3277",2898,"functional",-9.18972358,32.93000589,"Mbeya","vwc","enough",0,"DWE","Other"
"3278",2983,"functional",-9.1663747,32.94092026,"Mbeya","vwc","enough",0,"DWE","Other"
"3279",3128,"functional",-9.17414585,32.86737374,"Mbeya","vwc","insufficient",0,"DWE","Other"
"3280",3571,"functional-needs-repair",-8.96700329,33.10016146,"Mbeya","vwc","enough",0,"DWE","Other"
"3281",5032,"functional",-9.0692246,32.96010278,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3282",5255,"non-functional",-9.00010771,32.92815251,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3283",7055,"functional",-8.96697635,33.10284157,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3284",7366,"functional",-8.96124602,32.98307304,"Mbeya","vwc","enough",0,"DWE","Other"
"3285",7863,"non-functional",-8.87988853,32.31003605,"Mbeya","vwc","enough",0,"DWE","TASAF"
"3286",7901,"functional",-9.15819067,32.94680043,"Mbeya","vwc","seasonal",0,"DWE","Other"
"3287",8538,"functional",-9.23742279,32.8910559,"Mbeya","vwc","enough",0,"DWE","Other"
"3288",8717,"functional-needs-repair",-9.17117242,32.88330237,"Mbeya","vwc","enough",0,"DWE","Other"
"3289",8966,"non-functional",-8.98352593,32.91135879,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3290",12249,"non-functional",-8.99359957,32.92552388,"Mbeya","vwc","unknown",0,"DWE","KKKT"
"3291",12597,"functional",-9.08664173,32.96623543,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3292",13332,"functional",-8.99307281,32.93173298,"Mbeya","vwc","enough",0,"DWE","Other"
"3293",13738,"non-functional",-9.20334421,32.90153854,"Mbeya","vwc","enough",0,"DWE","Other"
"3294",14632,"functional",-9.17300921,32.56295809,"Mbeya","vwc","enough",0,"DWE","Other"
"3295",15313,"functional",-9.0417412,32.95640984,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3296",15349,"functional",-9.08564777,32.97078984,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3297",16363,"non-functional",-9.17121546,32.86485927,"Mbeya","vwc","enough",0,"DWE","Other"
"3298",17086,"non-functional",-8.70403174,32.16857353,"Mbeya","vwc","insufficient",0,"DWE","Other"
"3299",18459,"functional",-8.95421676,32.97500058,"Mbeya","vwc","enough",0,"DWE","Other"
"3300",18714,"functional",-9.09597314,32.95535393,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3301",20210,"functional",-9.16912145,32.55880988,"Mbeya","vwc","enough",0,"DWE","Other"
"3302",20683,"functional",-8.96275825,33.15860149,"Mbeya","vwc","enough",0,"DWE","TASAF"
"3303",20766,"functional-needs-repair",-8.96554186,33.10158658,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3304",20767,"functional",-9.16635151,32.92553313,"Mbeya","vwc","enough",0,"DWE","Other"
"3305",21427,"functional",-9.16354735,32.89377205,"Mbeya","vwc","enough",0,"DWE","Other"
"3306",23194,"functional",-9.02944169,33.09993845,"Mbeya","vwc","enough",0,"DWE","Other"
"3307",25606,"non-functional",-8.79461235,32.33452538,"Mbeya","vwc","enough",0,"DWE","Other"
"3308",26506,"functional-needs-repair",-9.09198478,32.98758645,"Mbeya","vwc","enough",0,"DWE","Other"
"3309",26914,"non-functional",-9.01406816,32.92406604,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3310",27230,"non-functional",-8.99331022,32.9247569,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3311",27671,"non-functional",-8.95139567,32.94820274,"Mbeya","vwc","enough",0,"DWE","Other"
"3312",27906,"non-functional",-9.09848256,32.95694829,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3313",28619,"functional",-8.98927001,32.95661942,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3314",28645,"functional-needs-repair",-8.96627835,33.10320023,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3315",28685,"non-functional",-8.9888317,32.90732199,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3316",29141,"non-functional",-9.06442789,32.9680124,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3317",29848,"functional",-9.15683771,32.91745073,"Mbeya","vwc","seasonal",0,"DWE","Other"
"3318",30032,"functional",-9.06932549,32.9644148,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3319",32487,"functional",-9.09367657,32.96491536,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3320",33717,"functional-needs-repair",-9.1662938,32.87405362,"Mbeya","vwc","enough",0,"DWE","Other"
"3321",40164,"non-functional",-9.21528768,32.91062978,"Mbeya","vwc","insufficient",0,"DWE","Other"
"3322",42686,"functional-needs-repair",-9.05313625,33.04282613,"Mbeya","vwc","seasonal",0,"DWE","Other"
"3323",44816,"functional",-9.04592236,32.95753721,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3324",45407,"functional",-9.06679918,32.95347294,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3325",45518,"functional",-9.17439281,32.56196023,"Mbeya","vwc","enough",0,"DWE","Other"
"3326",45795,"functional",-8.80833148,32.21962772,"Mbeya","vwc","enough",0,"DWE","Other"
"3327",46390,"functional",-9.17242123,32.56017778,"Mbeya","vwc","enough",0,"DWE","Other"
"3328",46810,"non-functional",-9.20959222,32.82226094,"Mbeya","vwc","enough",0,"DWE","Other"
"3329",48027,"functional",-8.98275377,32.93335141,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3330",48443,"functional",-9.17439363,32.56398337,"Mbeya","vwc","enough",0,"DWE","Other"
"3331",49062,"non-functional",-8.99255426,32.9452991,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3332",49748,"functional-needs-repair",-9.09397416,33.06192359,"Mbeya","vwc","enough",0,"DWE","Other"
"3333",50568,"functional",-9.09245097,32.96818799,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3334",50732,"functional",-9.04991057,32.95984265,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3335",51171,"functional",-8.98773364,32.91416008,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3336",51928,"functional",-9.0789907,32.95714242,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3337",53027,"functional",-8.9816584,33.10538913,"Mbeya","vwc","enough",0,"DWE","Other"
"3338",53102,"functional",-9.16759637,32.93153978,"Mbeya","vwc","enough",0,"DWE","Other"
"3339",55440,"non-functional",-8.98236658,32.92657846,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3340",57595,"functional-needs-repair",-8.96434283,33.10060026,"Mbeya","vwc","enough",0,"DWE","Other"
"3341",57708,"non-functional",-8.99522826,32.20119626,"Mbeya","vwc","insufficient",0,"DWE","Other"
"3342",57831,"functional",-8.96593966,32.89597856,"Mbeya","vwc","enough",0,"DWE","TASAF"
"3343",58779,"non-functional",-8.70049908,32.16526141,"Mbeya","vwc","insufficient",0,"DWE","Other"
"3344",59207,"functional",-9.19215603,32.94564275,"Mbeya","vwc","enough",0,"DWE","Other"
"3345",59298,"functional",-9.04918276,33.10439305,"Mbeya","vwc","seasonal",0,"DWE","Other"
"3346",62666,"functional",-8.99690496,32.20211943,"Mbeya","vwc","insufficient",0,"DWE","Other"
"3347",63455,"non-functional",-9.27405887,32.68340653,"Mbeya","vwc","seasonal",0,"DWE","Other"
"3348",64503,"non-functional",-9.06694161,32.1819796,"Mbeya","vwc","insufficient",0,"DWE","Other"
"3349",66096,"functional",-9.0446646,32.98417474,"Mbeya","vwc","enough",0,"DWE","Other"
"3350",66311,"functional",-8.97377162,32.91045813,"Mbeya","vwc","enough",0,"DWE","Other"
"3351",67217,"functional",-9.05574,32.96175483,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3352",67547,"functional-needs-repair",-9.025384,32.96456406,"Mbeya","vwc","enough",0,"DWE","Other"
"3353",70267,"non-functional",-9.17671092,32.56347126,"Mbeya","vwc","enough",0,"DWE","Other"
"3354",70831,"functional",-8.9825641,32.76071562,"Mbeya","vwc","enough",0,"DWE","Other"
"3355",72377,"non-functional",-8.99061984,32.92127116,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3356",73466,"functional",-9.06165836,32.97458431,"Mbeya","vwc","insufficient",0,"DWE","DANIDA"
"3357",74013,"functional",-8.96843262,33.10202574,"Mbeya","vwc","enough",0,"DWE","KKKT"
"3358",74128,"non-functional",-8.95496186,32.9012727,"Mbeya","vwc","enough",0,"DWE","Other"
"3359",3825,"non-functional",-8.63932348,32.35864244,"Mbeya","vwc","enough",0,"GOVERNMENT","GOVERNMENT OF TANZANIA"
"3360",14201,"functional-needs-repair",-9.25113929,32.83752425,"Mbeya","vwc","enough",0,"GOVERNMENT","GOVERNMENT OF TANZANIA"
"3361",20239,"non-functional",-8.64181351,32.35855027,"Mbeya","vwc","enough",0,"GOVERNMENT","GOVERNMENT OF TANZANIA"
"3362",34578,"non-functional",-8.63792442,32.35509925,"Mbeya","vwc","enough",0,"GOVERNMENT","GOVERNMENT OF TANZANIA"
"3363",44097,"functional",-8.59510657,32.47513044,"Mbeya","vwc","enough",0,"GOVERNMENT","GOVERNMENT OF TANZANIA"
"3364",44556,"functional",-8.64383151,32.35973951,"Mbeya","vwc","enough",0,"GOVERNMENT","GOVERNMENT OF TANZANIA"
"3365",70,"non-functional",-9.21689238,32.9158193,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3366",210,"non-functional",-9.03264406,33.04743264,"Mbeya","vwc","enough",0,"KKKT","KKKT"
"3367",246,"non-functional",-9.15381454,32.51777378,"Mbeya","vwc","enough",0,"KKKT","KKKT"
"3368",493,"functional",-8.98658291,32.78827657,"Mbeya","vwc","enough",0,"KKKT","KKKT"
"3369",683,"non-functional",-9.09636369,33.20133793,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3370",937,"non-functional",-8.93236775,33.03948802,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3371",966,"functional",-8.80276223,32.70633258,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3372",987,"functional",-9.01765739,33.07961288,"Mbeya","vwc","enough",0,"KKKT","KKKT"
"3373",1061,"non-functional",-8.95581733,33.00590091,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3374",1142,"non-functional",-9.27231379,32.69673611,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3375",1268,"functional",-9.15361872,32.94326216,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3376",1295,"functional",-9.0981557,32.83079791,"Mbeya","vwc","enough",0,"KKKT","KKKT"
"3377",1368,"non-functional",-8.9195497,32.9801378,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3378",1555,"functional-needs-repair",-8.99061093,33.05606774,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3379",1576,"non-functional",-8.85815032,32.76835966,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3380",1811,"non-functional",-9.24792042,32.8302289,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3381",1828,"non-functional",-8.92857746,32.95329412,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3382",1916,"non-functional",-9.08747053,32.8581133,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3383",1997,"non-functional",-9.24641025,32.62546098,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3384",2047,"functional",-8.99022769,32.79952891,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3385",2108,"functional",-8.79301119,32.92788098,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3386",2146,"functional",-9.01780574,33.08809105,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3387",2269,"non-functional",-8.89034497,33.06826106,"Mbeya","vwc","dry",0,"KKKT","KKKT"
"3388",2671,"functional",-9.19152419,32.81875166,"Mbeya","vwc","enough",0,"KKKT","KKKT"
"3389",2727,"non-functional",-8.9109409,32.96295988,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3390",2803,"functional",-8.77455265,32.67646047,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3391",2888,"non-functional",-9.08728987,32.97251328,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3392",2953,"non-functional",-8.91813329,32.86779381,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3393",2982,"non-functional",-9.04569131,32.86079928,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3394",3127,"non-functional",-8.8517238,32.72616571,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3395",3169,"non-functional",-9.16083038,32.51523427,"Mbeya","vwc","enough",0,"KKKT","KKKT"
"3396",3196,"non-functional",-9.03559967,32.79466146,"Mbeya","vwc","enough",0,"KKKT","KKKT"
"3397",3407,"functional",-8.81919865,32.90117178,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3398",3551,"functional-needs-repair",-9.04206109,33.13495076,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3399",3706,"functional",-9.03586116,33.13751097,"Mbeya","vwc","enough",0,"KKKT","KKKT"
"3400",3791,"non-functional",-8.81038585,32.93973434,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3401",3840,"functional",-8.90539462,32.76773856,"Mbeya","vwc","enough",0,"KKKT","KKKT"
"3402",4221,"non-functional",-8.90383266,32.70563431,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3403",4305,"non-functional",-8.99231078,32.79610475,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3404",4324,"functional-needs-repair",-9.08163145,32.80824436,"Mbeya","vwc","seasonal",0,"KKKT","KKKT"
"3405",4540,"functional-needs-repair",-9.26284824,32.82958444,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
"3406",4578,"functional-needs-repair",-9.05495968,33.16828577,"Mbeya","vwc","insufficient",0,"KKKT","KKKT"
